rent,bedroom,bathrooms,additional_rooms,balcany,brokarage,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage
170, 3500,1,1,Not given,1,Deposit2 months rent,Super Built up area 700(65.03 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.)  sq.ft.,Furnished,Bachelors (Men Only)," in Ganesh Park Chs Wadgaon, Wadgaon Budruk, , Pune, Maharashtra",4th   of 4 Floors,South-East,Cement,Yes,Yes,,,,6 Months,0 Months,Charges included,None,10+ Year Old
171, 5000,1,1,Not given,1,"Deposit₹ 10,000/-",Built Up area: 450 (41.81 sq.m.)  sq.ft.,Unfurnished,All," in Uruli Devachi, , Pune, Maharashtra",2nd   of 5 Floors,North,,,,1 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
172," 43,000",2,2,Not given,1,Deposit4 months rent,Super Built up area 1350(125.42 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.)  sq.ft.,Furnished,All," in Panchshil Satellite Towers, Mundhwa, , Pune, Maharashtra",5th   of 11 Floors,,,,," Covered, 1 Open",,,24 Months,1 Months,Charges included,Partial,10+ Year Old
173," 20,000",2,2,Not given,1,,Carpet area: 1200 (111.48 sq.m.)  sq.ft.,Semifurnished,All," in Megapolis Sunway, Hinjewadi, , Pune, Maharashtra",6th   of 12 Floors,,,,,1 Covered,,,6 Months,0 Months,Charges not included,None,1 to 5 Year Old
174, 5000,1,1,Not given,,Deposit2 months rent,Carpet area: 400 (37.16 sq.m.)  sq.ft.,Unfurnished,Family Only," in Playtor Childscapes, Paud Road, , Pune, Maharashtra",1st   of 9 Floors,East,Vitrified,Yes,," Covered, 1 Open",,,11 Months,1 Months,Charges not included,None,0 to 1 Year Old
175," 14,000",1,1,Not given,,Deposit3 months rent,Carpet area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,All," in Rahul Nagar, Kothrud, , Pune, Maharashtra",Ground of 3 Floors,South-West,,,,,,,None,1 Months,Charges not included,None,10+ Year Old
176, 5500,1,1,Not given,1,"Deposit₹ 20,000/-",Built Up area: 460 (42.74 sq.m.)Carpet area: 414 sq.ft. (38.46 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Women Only)"," in Saras Plaza, Samson Nagar, , Pune, Maharashtra",3rd   of 3 Floors,East,Vitrified,Yes,,1 Open,,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
177, 9500,1,1,Not given,1,"Deposit₹ 20,000/-",Built Up area: 51.09   sq.m.,Unfurnished,Family Only," in Pimple Gurav, , Pune, Maharashtra",1st   of 4 Floors,South,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
178," 12,000",1,1,Not given,1,"Deposit₹ 20,000/-",Built Up area: 700 (65.03 sq.m.)  sq.ft.,Semifurnished,All," in On Req, Pimple Gurav, , Pune, Maharashtra",1st   of 4 Floors,North-East,,,,1 Open,,,None,0 Months,Charges not included,None,5 to 10 Year Old
179," 15,000",2,2,Not given,1,Deposit2 months rent,Built Up area: 750 (69.68 sq.m.)  sq.ft.,Semifurnished,All," in On Req, Pimple Gurav, , Pune, Maharashtra",4th   of 5 Floors,South-East,,,,1 Open,,,None,0 Months,Charges not included,None,1 to 5 Year Old
180," 12,750",2,2,Not given,2,"Deposit₹ 27,500/-",Carpet area: 769 (71.44 sq.m.)  sq.ft.,Unfurnished,Family Only," in DSK Kunjaban, Kate Wasti, , Pune, Maharashtra",1st   of 12 Floors,West,Ceramic,Yes,Yes,1 Open,,,12 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
181,,,,Not given,0,,None,,None,,,,,,,,,,,,,,
182," 22,500",2,2,Not given,2,Maintenance₹ 700/- (/ month)Deposit3 months rent,Carpet area: 750 (69.68 sq.m.)  sq.ft.,Semifurnished,All," in PCNTDA Nigdi, Sector No-26 Pradhikaran, , Pune, Maharashtra",1st   of 2 Floors,West,Vitrified,,,1 Covered,,Yes,36 Months,2 Months,Charges not included,None,0 to 1 Year Old
183," 19,000",3,3,Not given,3,"Deposit₹ 42,000/-",Super Built up area 1200(111.48 sq.m.)Carpet area: 836 sq.ft. (77.67 sq.m.)  sq.ft.,Unfurnished,Family Only," in Vilas Javdekar Yashwin Hinjewadi, Hinjewadi Phase 2, , Pune, Maharashtra",16th   of 22 Floors,North-East,,Yes,Yes,1 Covered,Yes,Yes,11 Months,6 Months,Charges not included,Full,0 to 1 Year Old
184, 5500,1,1,Not given,,"Deposit₹ 15,000/-",Carpet area: 300 (27.87 sq.m.)  sq.ft.,Unfurnished,All," in Narhe, , Pune, Maharashtra",1st   of 3 Floors,West,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
185, 8500,2,1,Not given,2,,Super Built up area 750(69.68 sq.m.)  sq.ft.,Unfurnished,Family Only," in Sahil Puram, Pimpri Chinchwad, , Pune, Maharashtra",1st   of 3 Floors,,,Yes,,"1 Covered, 1 Open",,,None,0 Months,Charges included,None,5 to 10 Year Old
186," 16,000",3,2,Not given,2,,Built Up area: 1430 (132.85 sq.m.)  sq.ft.,Semifurnished,All," in Sukhwani Scarlet, Wagholi, , Pune, Maharashtra",3rd   of 11 Floors,North,,Yes,,1 Covered,,,None,0 Months,Charges included,None,1 to 5 Year Old
187, 7500,1,1,Not given,,"Deposit₹ 25,000/-",Super Built up area 450(41.81 sq.m.)Carpet area: 340 sq.ft. (31.59 sq.m.)  sq.ft.,Unfurnished,Family Only," in Sujal K Apartment, Warje, , Pune, Maharashtra",1st   of 4 Floors,,Mosaic,,,,,,None,1 Months,Charges not included,None,10+ Year Old
188," 28,000",2,2,Not given,3+,"Deposit₹ 100,000/-",Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.)  sq.ft.,Unfurnished,All," in GANGA SPARSH, Undri, , Pune, Maharashtra",1st   of 1 Floors,East,Vitrified,,,"1 Covered, 0 Open",,,12 Months,1 Months,Charges not included,None,0 to 1 Year Old
189, 9000,1,1,Not given,1,"Deposit₹ 20,000/-",Built Up area: 550 (51.1 sq.m.)Carpet area: 520 sq.ft. (48.31 sq.m.)  sq.ft.,Semifurnished,Family Only," in On req, Pimple Gurav, , Pune, Maharashtra",3rd   of 3 Floors,East,,,,,,,None,0 Months,Charges not included,None,0 to 1 Year Old
190," 17,000",3,3,Not given,2,"Maintenance₹ 3,000/- (/ month)Deposit₹ 50,000/-",Carpet area: 980 (91.04 sq.m.)  sq.ft.,Semifurnished,All," in Aishwaryam Courtyard 2, Chikhali, , Pune, Maharashtra",4th   of 14 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
191," 15,000",2,2,Not given,1,"Deposit₹ 40,000/-",Built Up area: 1050 (97.55 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.)  sq.ft.,Semifurnished,All," in Megapolis Sparklet, Phase-3 Hinjewadi , , Pune, Maharashtra",5th   of 12 Floors,,Vitrified,,,1 Covered,,,None,1 Months,Charges not included,None,5 to 10 Year Old
192," 11,000",2,2,Not given,1,"Deposit₹ 30,000/-",Super Built up area 940(87.33 sq.m.)  sq.ft.,Semifurnished,All," in sakshi residency, Godwale vasti, Manjari Budruk, Maharashtra, , Pune, Maharashtra",2nd   of 5 Floors,,,,,"1 Covered, 0 Open",,,36 Months,3 Months,Charges included,None,0 to 1 Year Old
193," 13,000",2,2,Not given,2,"Deposit₹ 40,000/-",Carpet area: 700 (65.03 sq.m.)  sq.ft.,Unfurnished,All," in The Orchard Society, Handewadi, , Pune, Maharashtra",3rd   of 7 Floors,,,,,,,,None,1 Months,Charges not included,None,5 to 10 Year Old
194," 24,700",2,2,Not given,1,"Deposit₹ 50,000/-",Super Built up area 1066(99.03 sq.m.)  sq.ft.,Semifurnished,Family Only," in Elpro The Metropolitan, Chinchwad Gaon, , Pune, Maharashtra",10th   of 12 Floors,,,Yes,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
195," 10,500",1,1,Not given,1,"Deposit₹ 20,000/-",Built Up area: 550 (51.1 sq.m.)  sq.ft.,Unfurnished,Family Only," in On req, Pimple Gurav, , Pune, Maharashtra",Ground of 4 Floors,South,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
196," 12,000",2,2,Not given,1,"Deposit₹ 50,000/-",Super Built up area 900(83.61 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)  sq.ft.,Furnished,All," in Yash Ravi Park, Handewadi, , Pune, Maharashtra",4th   of 7 Floors,,Vitrified,Yes,,1 Covered,,Yes,12 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
197," 12,000",1,1,Not given,1,"Deposit₹ 25,000/-",Carpet area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,All," in Arun Plaza, Yashoda Colony, , Pune, Maharashtra",4th   of 4 Floors,North,Ceramic,Yes,,3 Open,,,None,0 Months,Charges not included,None,10+ Year Old
198, 7500,2,1,Not given,1,"Deposit₹ 20,000/-",Super Built up area 700(65.03 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)  sq.ft.,Semifurnished,All," in Aayush Park II Society Talegaon Dabhade, Talegaon Dabhade, , Pune, Maharashtra",5th   of 7 Floors,East,Marble,Yes,,1 Open,,,24 Months,2 Months,Charges not included,Full,1 to 5 Year Old
199," 11,500",1,1,Not given,2,"Deposit₹ 25,000/-",Carpet area: 535 (49.7 sq.m.)  sq.ft.,Unfurnished,Family Only," in Mittal Society, Pratik Nagar, , Pune, Maharashtra",Ground of 4 Floors,East,Mosaic,Yes,,1 Open,,,11 Months,1 Months,Charges not included,None,10+ Year Old
200, 8500,1,1,Not given,1,"Deposit₹ 20,000/-",Carpet area: 520 (48.31 sq.m.)  sq.ft.,Unfurnished,All," in Mourya pasad, Dighi, , Pune, Maharashtra",2nd   of 4 Floors,,,Yes,," Covered,  Open",,,None,0 Months,Charges not included,None,1 to 5 Year Old
201," 16,000",2,2,Not given,1,"Maintenance₹ 700/- (/ month)Deposit₹ 40,000/-",Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Men Only)"," in Akash Ganga Apartments, Pimple Nilakh, , Pune, Maharashtra",1st   of 4 Floors,,,Yes,,,,,None,0 Months,Charges not included,None,10+ Year Old
202," 10,000",1,1,Not given,,"Deposit₹ 30,000/-",Carpet area: 670 (62.25 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Women Only)"," in N.B.Arcade,Pratiksha building,Flat 401, Akurdi,Opp. PCMC hospital,behind gold gym, , Pune, Maharashtra",4th   of 6 Floors,East,Granite,,,1 Open,,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
203, 8000,1,1,Not given,1,Deposit3 months rent,Super Built up area 550(51.1 sq.m.)  sq.ft.,Unfurnished,All," in Thakkar Park, Hadapsar, , Pune, Maharashtra",3rd   of 5 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
204," 12,000",1,1,Not given,1,"Deposit₹ 25,000/-",Super Built up area 650(60.39 sq.m.)  sq.ft.,Furnished,All," in Utkarsh Nagar, Hadapsar, , Pune, Maharashtra",2nd   of 3 Floors,North-East,,,,,,,None,0 Months,Charges not included,Full,10+ Year Old
205, 8000,1,1,Not given,1,"Deposit₹ 25,000/-",Carpet area: 603 (56.02 sq.m.)  sq.ft.,Unfurnished,Family Only," in Sai Srushti, Loni Kalbhor, Loni Kalbhor, , Pune, Maharashtra",4th   of 4 Floors,North,Marble,,,1 Covered,,,None,0 Months,Charges not included,Full,1 to 5 Year Old
206, 7500,1,1,Not given,1,"Deposit₹ 20,000/-",Carpet area: 700 (65.03 sq.m.)  sq.ft.,Semifurnished,Family Only," in Gurudutt Society, Dhankawadi, , Pune, Maharashtra",1st   of 4 Floors,West,Mosaic,Yes,,"0 Covered, 1 Open",,,11 Months,1 Months,Charges not included,None,10+ Year Old
207,,,,Not given,0,,None,,None,,,,,,,,,,,,,,
208, 7000,1,1,Not given,1,"Deposit₹ 25,000/-",Super Built up area 520(48.31 sq.m.)  sq.ft.,Unfurnished,Family Only," in Shankar baba maharaja complex, Dhayari, , Pune, Maharashtra",4th   of 5 Floors,South,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
209, 8000,1,1,Not given,1,"Deposit₹ 20,000/-",Built Up area: 550 (51.1 sq.m.)  sq.ft.,Unfurnished,All," in Marunji, , Pune, Maharashtra",1st   of 5 Floors,South-West,,,,1 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
210," 15,000",1,1,Not given,1,"Deposit₹ 40,000/-",Super Built up area 650(60.39 sq.m.)  sq.ft.,Semifurnished,Family Only," in Sarita Elligance, Dattawadi, , Pune, Maharashtra",4th   of 7 Floors,North-West,Ceramic,,,1 Covered,Yes,,24 Months,1 Months,Charges not included,None,10+ Year Old
211, 6000,1,1,Not given,1,,Super Built up area 1500(139.35 sq.m.)  sq.ft.,Unfurnished,All," in On Request, Lohegaon, , Pune, Maharashtra",2nd   of 3 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,1 to 5 Year Old
212," 12,000",1,1,Not given,1,"Deposit₹ 25,000/-",Carpet area: 500 (46.45 sq.m.)  sq.ft.,Furnished,All," in sheetal complex, Paud Road, , Pune, Maharashtra",4th   of 4 Floors,East,,,,"1 Covered,  Open",,,11 Months,1 Months,Charges not included,None,10+ Year Old
213," 13,500",1,1,Not given,1,"Maintenance₹ 1,250/- (/ month)Deposit₹ 40,000/-",Built Up area: 600 (55.74 sq.m.)Carpet area: 580 sq.ft. (53.88 sq.m.)  sq.ft.,Unfurnished,All," in Vishrantvadi Lokpriya Nagari, Vishrantwadi, , Pune, Maharashtra",3rd   of 5 Floors,East,Vitrified,,,1 Open,,Yes,36 Months,2 Months,Charges not included,Partial,10+ Year Old
214," 21,000",2,2,Not given,1,Deposit2 months rent,Super Built up area 900(83.61 sq.m.)  sq.ft.,Furnished,All," in GK Shiv Sai Vishwa, Aundh Annexe, , Pune, Maharashtra",6th   of 7 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
215," 20,000",2,1,Not given,2,"Deposit₹ 100,000/-",Built Up area: 1100 (102.19 sq.m.)  sq.ft.,Furnished,Family Only," in Taware Colony, , Pune, Maharashtra",1st   of 2 Floors,,,,,1 Open,,,None,0 Months,Charges not included,None,10+ Year Old
216, 7500,1,1,Not given,2,"Deposit₹ 15,000/-",Plot area 750(69.68 sq.m.)  sq.ft.,Unfurnished,All," in Ubale Nagar, , Pune, Maharashtra",,,,Yes,,1 Covered,,,6 Months,1 Months,Charges not included,None,1 to 5 Year Old
217," 14,000",2,2,Others,1,,Super Built up area 911(84.63 sq.m.)  sq.ft.,Semifurnished,All," in MP Residency, Marunji, , Pune, Maharashtra",5th   of 5 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
218," 11,500",1,1,Not given,1,"Maintenance₹ 1,500/- (/ month)Deposit₹ 50,000/-",Super Built up area 702(65.22 sq.m.)Carpet area: 607 sq.ft. (56.39 sq.m.)  sq.ft.,Furnished,Family Only," in Aishwaryam Courtyard, Chikhali, , Pune, Maharashtra",3rd   of 7 Floors,East,Vitrified,Yes,," Covered, 1 Open",Yes,Yes,12 Months,2 Months,Charges not included,Full,5 to 10 Year Old
219," 17,000",2,2,Not given,1,"Deposit₹ 50,000/-",Super Built up area 988(91.79 sq.m.)Carpet area: 660 sq.ft. (61.32 sq.m.)  sq.ft.,Unfurnished,All," in Mittal Pebbles High Mont, Hinjewadi, , Pune, Maharashtra",15th   of 25 Floors,East,,Yes,Yes,,Yes,Yes,None,0 Months,Charges not included,Full,Under Construction
220," 20,000",2,2,Not given,1,"Deposit₹ 50,000/-",Carpet area: 952 (88.44 sq.m.)  sq.ft.,Semifurnished,Family Only," in riddhi siddhi heights, Wakad, mahotbha chowk, kaapate wasti, , Pune, Maharashtra",9th   of 10 Floors,,,,,1 Covered,,,11 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
221, 6500,1,1,Not given,,Deposit2 months rent,Built Up area: 750 (69.68 sq.m.)  sq.ft.,Semifurnished,Family Only," in Lohegaon, , Pune, Maharashtra",2nd   of 3 Floors,North,,,,1 Open,,,None,0 Months,Charges not included,None,0 to 1 Year Old
222," 10,000",1,1,Not given,1,"Deposit₹ 20,000/-",Carpet area: 501 (46.54 sq.m.)  sq.ft.,Unfurnished,All," in Thite Nagar, , Pune, Maharashtra",,South-East,,,,,,,None,0 Months,Charges not included,None,0 to 1 Year Old
223," 30,000",2,2,Not given,1,Deposit3 months rent,Super Built up area 920(85.47 sq.m.)  sq.ft.,Furnished,Family Only," in Kumar Samruddhi, Tingre Nagar, , Pune, Maharashtra",3rd   of 12 Floors,South-East,,Yes,,1 Covered,,,11 Months,0 Months,Charges not included,Full,5 to 10 Year Old
224," 12,500",2,2,Not given,1,"Deposit₹ 25,000/-",Carpet area: 750 (69.68 sq.m.)  sq.ft.,Semifurnished,All," in Pimple Gurav, , Pune, Maharashtra",2nd   of 3 Floors,East,Vitrified,,Yes,1 Covered,,,11 Months,0 Months,Charges not included,None,1 to 5 Year Old
225," 11,000",1,1,Others,1,"Deposit₹ 20,000/-",Plot area 900(83.61 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.)  sq.ft.,Unfurnished,All," in Kharadi, , Pune, Maharashtra",,North-West,Marble,,,,,,None,0 Months,Charges included,None,0 to 1 Year Old
226," 20,000",2,2,Not given,1,,Built Up area: 1050 (97.55 sq.m.)  sq.ft.,Furnished,All," in ITrend Homes, Hinjewadi, , Pune, Maharashtra",11st   of 15 Floors,,,,," Covered,  Open",,,None,0 Months,Charges not included,None,0 to 1 Year Old
227," 11,000",1,1,Not given,1,Maintenance₹ 500/- (/ month),Carpet area: 441 (40.97 sq.m.)  sq.ft.,Unfurnished,All," in Sai Pride, main road, Vijaynagar, Kalewadi, Pimpri Chinchwad, , Pune, Maharashtra",3rd   of 4 Floors,West,Others,,Yes,"0 Covered, 0 Open",,,11 Months,3 Months,Charges included,None,1 to 5 Year Old
228," 17,000",2,2,Others,,"Maintenance₹ 100/- (/ month)Deposit₹ 50,000/-",Super Built up area 1000(92.9 sq.m.)  sq.ft.,Furnished,Family Only," in Shreeyog, Pashan-Sus Road, , Pune, Maharashtra",1st   of 3 Floors,,,Yes,,1 Open,,,11 Months,1 Months,Charges included,None,10+ Year Old
229, 9000,1,2,Not given,1,"Deposit₹ 25,000/-",Carpet area: 460 (42.74 sq.m.)  sq.ft.,Unfurnished,All," in Chordiya Arihant Galaxy, Yewalewadi, , Pune, Maharashtra",1st   of 1 Floors,North-East,Vitrified,,," Covered,  Open",,,11 Months,1 Months,Charges not included,Partial,0 to 1 Year Old
230," 10,000",1,1,Not given,,"Deposit₹ 30,000/-",Carpet area: 450 (41.81 sq.m.)  sq.ft.,Semifurnished,Family Only," in Shriram Sahniwas Society, Katraj, Pune , Bharati Vidyapeeth, , Pune, Maharashtra",Ground of 3 Floors,East,Mosaic,Yes,,,,,11 Months,0 Months,Charges not included,None,10+ Year Old
231, 7000,1,1,Not given,1,"Deposit₹ 20,000/-",Super Built up area 550(51.1 sq.m.)  sq.ft.,Unfurnished,Family Only," in Harinarayan Complex CHS, Vadgaon Budruk, , Pune, Maharashtra",2nd   of 4 Floors,South-West,,Yes,,,,,None,0 Months,Charges included,None,10+ Year Old
232, 8000,1,1,Not given,,"Deposit₹ 15,000/-",Carpet area: 400 (37.16 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Women Only)"," in Balaji complex, Bharti Vidyapith Backside,Pune, Bharati Vidyapith, Ambegoan BK., , Pune, Maharashtra",2nd   of 4 Floors,South-East,Ceramic,,Yes,,,,11 Months,1 Months,Charges not included,None,10+ Year Old
233,,,,Not given,0,,None,,None,,,,,,,,,,,,,,
234," 16,500",2,2,Not given,1,Deposit3 months rent,Super Built up area 898(83.43 sq.m.)  sq.ft.,Unfurnished,All," in Mittal Arc Vista, Dhanori, , Pune, Maharashtra",6th   of 10 Floors,South-East,,,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
235, 8500,1,1,Not given,1,"Deposit₹ 16,000/-",Built Up area: 550 (51.1 sq.m.)  sq.ft.,Unfurnished,All," in Wadgaon Sheri, , Pune, Maharashtra",2nd   of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
236, 8000,1,1,Not given,,"Maintenance₹ 300/- (/ month)Deposit₹ 20,000/-",Built Up area: 450 (41.81 sq.m.)  sq.ft.,Unfurnished,All," in Gajanan Nagar, Kalewadi Phata, , Pune, Maharashtra",3rd   of 3 Floors,South,Others,Yes,,,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
237, 9000,1,1,Not given,1,"Deposit₹ 20,000/-",Built Up area: 676 (62.8 sq.m.)  sq.ft.,Semifurnished,Family Only," in Bhekrai Nagar, , Pune, Maharashtra",Ground of 3 Floors,,,Yes,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
238," 23,000",1,1,Not given,2,"Deposit₹ 75,000/-",Carpet area: 570 (52.95 sq.m.)  sq.ft.,Unfurnished,All," in 5 Star Society Bund Garden, Bund Garden, , Pune, Maharashtra",3rd   of 4 Floors,,,Yes,,1 Covered,,,None,0 Months,Charges included,None,10+ Year Old
239," 10,000",1,1,Study Room,1,"Maintenance₹ 400/- (/ month)Deposit₹ 30,000/-",Super Built up area 710(65.96 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.)  sq.ft.,Furnished,All," in vitthal nivas, Pimple Gurav, , Pune, Maharashtra",1st   of 3 Floors,North-East,Vitrified,Yes,,1 Open,,,None,0 Months,Charges included,None,0 to 1 Year Old
240, 6500,1,1,Not given,,"Deposit₹ 15,000/-",Built Up area: 350 (32.52 sq.m.)  sq.ft.,Unfurnished,All," in Sai Palace, Pimpri Chinchwad, , Pune, Maharashtra",,North-West,Vitrified,,,1 Covered,,,None,0 Months,Charges included,None,1 to 5 Year Old
241," 21,000",3,2,Study Room,3,"Deposit₹ 60,000/-",Super Built up area 1000(92.9 sq.m.)  sq.ft.,Semifurnished,All," in Gemini Grand Bay, Manjri BK, , Pune, Maharashtra",4th   of 11 Floors,West,,Yes,,"1 Covered, 2 Open",,,None,0 Months,Charges not included,Full,0 to 1 Year Old
242," 15,000",1,2,Not given,1,"Deposit₹ 50,000/-",Built Up area: 550 (51.1 sq.m.)  sq.ft.,Furnished,"Family , Bachelors (Women Only)"," in kalpana society, Yerwada, , Pune, Maharashtra",1st   of 3 Floors,East,Marble,Yes,,,,,None,1 Months,Charges not included,None,10+ Year Old
243, 7000,1,1,Not given,1,"Deposit₹ 25,000/-",Super Built up area 500(46.45 sq.m.)  sq.ft.,Semifurnished,Family Only," in Shraddha Apartment, Jaymala Nagar, , Pune, Maharashtra",1st   of 2 Floors,East,Mosaic,,,,,,11 Months,1 Months,Charges not included,None,10+ Year Old
244," 11,000",1,1,Not given,1,Deposit2 months rent,Carpet area: 600 (55.74 sq.m.)  sq.ft.,Unfurnished,All," in Chinchwad, , Pune, Maharashtra",1st   of 3 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,10+ Year Old
245," 20,000",2,2,Not given,2,"Deposit₹ 40,000/-",Super Built up area 1050(97.55 sq.m.)Built Up area: 875 sq.ft. (81.29 sq.m.)  sq.ft.,Unfurnished,Family Only," in Siddhivinayak Shree Nivas Park, Ghorpadi, , Pune, Maharashtra",1st   of 7 Floors,South-West,Vitrified,Yes,Yes,1 Covered,,,None,0 Months,Charges included,None,0 to 1 Year Old
246, 7000,1,1,"Study Room,Others",1,"Deposit₹ 15,000/-",Plot area 500(46.45 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Men Only)"," in Bhagirathi niwas, Chinchwad Gaon, , Pune, Maharashtra",,East,Marble,,,"1 Covered, 1 Open",,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
247, 8500,2,2,Not given,2,"Deposit₹ 25,000/-",Carpet area: 510 (47.38 sq.m.)  sq.ft.,Furnished,"Family , Bachelors (Men Only)"," in Hinjewadi, , Pune, Maharashtra",3rd   of 7 Floors,,,,,"1 Covered, 1 Open",,,None,0 Months,Charges not included,None,5 to 10 Year Old
248," 16,500",2,1,Not given,1,"Deposit₹ 60,000/-",Super Built up area 800(74.32 sq.m.)  sq.ft.,Semifurnished,Family Only," in Runal Bahar CHS, Nigdi, , Pune, Maharashtra",2nd   of 4 Floors,South-West,Ceramic,Yes,,,,,12 Months,1 Months,Charges not included,None,10+ Year Old
249," 12,000",1,1,Not given,1,"Deposit₹ 20,000/-",Carpet area: 650 (60.39 sq.m.)  sq.ft.,Unfurnished,All," in Dhanori, , Pune, Maharashtra",2nd   of 3 Floors,North,Granite,Yes,," Covered, 1 Open",,,11 Months,2 Months,Charges not included,Partial,1 to 5 Year Old
250, 3000,1,1,Not given,1,"Deposit₹ 4,000/-",Carpet area: 300 (27.87 sq.m.)  sq.ft.,Unfurnished,All," in MALHAR HEIGHTS WAGHOLI, , Pune, Maharashtra",3rd   of 5 Floors,East,Vitrified,Yes,,"1 Covered, 1 Open",,Yes,None,0 Months,Charges not included,Partial,1 to 5 Year Old
251," 16,000",2,2,Not given,2,"Deposit₹ 40,000/-",Carpet area: 490 (45.52 sq.m.)  sq.ft.,Unfurnished,All," in Kohinoor Tinsel County, Phase-3 Hinjewadi , , Pune, Maharashtra",2nd   of 8 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
252," 17,000",2,2,Not given,1,Deposit2 months rent,Built Up area: 919 (85.38 sq.m.)Carpet area: 681 sq.ft. (63.27 sq.m.)  sq.ft.,Unfurnished,Family Only," in Prasun Morya, Thergaon, , Pune, Maharashtra",4th   of 6 Floors,,,Yes,,"1 Covered,  Open",,,11 Months,1 Months,Charges not included,None,0 to 1 Year Old
253, 7000,1,1,Not given,2,"Deposit₹ 15,000/-",Carpet area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,All," in Kalwad Wasti, , Pune, Maharashtra",1st   of 2 Floors,West,Granite,,," Covered, 1 Open",,,12 Months,0 Months,Charges included,None,1 to 5 Year Old
254," 18,000",2,2,Not given,2,"Deposit₹ 50,000/-",Super Built up area 880(81.75 sq.m.)  sq.ft.,Unfurnished,All," in Zinnia Elegans, Wakad, , Pune, Maharashtra",9th   of 10 Floors,,,Yes,,"1 Covered,  Open",,,12 Months,1 Months,Charges included,None,1 to 5 Year Old
255, 6000,1,1,Not given,1,"Maintenance₹ 500/- (/ month)Deposit₹ 10,000/-",Built Up area: 550 (51.1 sq.m.)  sq.ft.,Semifurnished,Family Only," in Ambegaon Pathar, , Pune, Maharashtra",2nd   of 5 Floors,,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
256, 8000,1,1,Not given,1,,Carpet area: 500 (46.45 sq.m.)  sq.ft.,Unfurnished,All," in Onnyyx Sai Villa, Vadgaon Sheri, , Pune, Maharashtra",,East,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
257, 7500,1,1,Not given,1,"Deposit₹ 20,000/-",Super Built up area 620(57.6 sq.m.)  sq.ft.,Unfurnished,Family Only," in Mangulum Shrishty, Wagholi, , Pune, Maharashtra",4th   of 4 Floors,,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
